timestamp,  deadSpace,  offset,  spikeWidth,  ratio,  Y,  X,  Z,  area,  strip1,  strip2,  strip3,  strip4,  strip5,  strip6,  strip7
2017-07-27T02:15:00+02:00,100,100,95,100,0,0,-71.602,2.5,145, 36, 333, 870, 880, 934, 962
2017-07-27T02:15:01+02:00,100,100,95,100,0,1,-71.602,2.5,185, 37, 304, 877, 885, 953, 973
2017-07-27T02:15:03+02:00,100,100,95,100,0,2,-71.602,2.5,221, 37, 255, 886, 901, 951, 964
2017-07-27T02:15:05+02:00,100,100,95,100,0,3,-71.602,2.5,275, 37, 201, 875, 887, 947, 952
2017-07-27T02:15:06+02:00,100,100,95,100,0,4,-71.602,2.5,366, 37, 168, 857, 872, 942, 961
2017-07-27T02:15:08+02:00,100,100,95,100,0,5,-71.602,2.5,472, 36, 148, 873, 866, 940, 948
2017-07-27T02:15:09+02:00,100,100,95,100,0,6,-71.602,2.5,604, 37, 128, 866, 898, 948, 954
2017-07-27T02:15:11+02:00,100,100,95,100,0,7,-71.602,2.5,680, 40, 120, 855, 885, 944, 955
2017-07-27T02:15:13+02:00,100,100,95,100,0,8,-71.602,2.5,784, 39, 102, 841, 865, 943, 966
2017-07-27T02:15:14+02:00,100,100,95,100,0,9,-71.602,2.5,873, 39, 90, 860, 885, 942, 965
2017-07-27T02:15:16+02:00,100,100,95,100,0,10,-71.602,2.5,902, 41, 83, 866, 876, 939, 972
2017-07-27T02:15:17+02:00,100,100,95,100,0,11,-71.602,2.5,920, 43, 77, 855, 867, 937, 957
2017-07-27T02:15:19+02:00,100,100,95,100,0,12,-71.602,2.5,906, 44, 68, 849, 886, 951, 967
2017-07-27T02:15:21+02:00,100,100,95,100,0,13,-71.602,2.5,905, 45, 65, 860, 880, 931, 963
2017-07-27T02:15:22+02:00,100,100,95,100,0,14,-71.602,2.5,924, 47, 63, 881, 888, 951, 971
2017-07-27T02:15:24+02:00,100,100,95,100,0,15,-71.602,2.5,929, 51, 60, 853, 881, 932, 971
2017-07-27T02:15:25+02:00,100,100,95,100,0,16,-71.602,2.5,929, 51, 58, 855, 867, 927, 965
2017-07-27T02:15:27+02:00,100,100,95,100,0,17,-71.602,2.5,920, 52, 55, 844, 885, 943, 976
2017-07-27T02:15:28+02:00,100,100,95,100,0,18,-71.602,2.5,921, 58, 52, 842, 874, 944, 966
2017-07-27T02:15:30+02:00,100,100,95,100,0,19,-71.602,2.5,928, 62, 51, 846, 868, 929, 940
2017-07-27T02:15:32+02:00,100,100,95,100,0,20,-71.602,2.5,928, 68, 54, 833, 862, 936, 935
2017-07-27T02:15:33+02:00,100,100,95,100,0,21,-71.602,2.5,932, 79, 50, 742, 875, 943, 944
2017-07-27T02:15:35+02:00,100,100,95,100,0,22,-71.602,2.5,927, 80, 50, 611, 860, 926, 948
2017-07-27T02:15:36+02:00,100,100,95,100,0,23,-71.602,2.5,935, 91, 48, 571, 877, 946, 950
2017-07-27T02:15:38+02:00,100,100,95,100,0,24,-71.602,2.5,941, 105, 49, 510, 863, 937, 953
2017-07-27T02:15:40+02:00,100,100,95,100,0,25,-71.602,2.5,931, 119, 47, 422, 881, 939, 958
2017-07-27T02:15:41+02:00,100,100,95,100,0,26,-71.602,2.5,934, 147, 46, 369, 894, 936, 939
2017-07-27T02:15:43+02:00,100,100,95,100,0,27,-71.602,2.5,945, 173, 45, 340, 858, 940, 957
2017-07-27T02:15:44+02:00,100,100,95,100,0,28,-71.602,2.5,939, 236, 44, 291, 905, 938, 959
