timestamp,  deadSpace,  offset,  spikeWidth,  ratio,  Y,  X,  Z,  area,  strip1,  strip2,  strip3,  strip4,  strip5,  strip6,  strip7
2017-07-30T13:18:49+02:00,100,100,55,70,0,0,-43.102,3.75,316, 300, 855, 896, 947, 933, 958
2017-07-30T13:18:50+02:00,100,100,55,70,0,1,-43.097,3.75,326, 303, 828, 901, 951, 941, 970
2017-07-30T13:18:52+02:00,100,100,55,70,0,2,-43.102,3.75,335, 303, 806, 900, 938, 936, 969
2017-07-30T13:18:54+02:00,100,100,55,70,0,3,-43.097,3.75,365, 292, 789, 891, 944, 944, 968
2017-07-30T13:18:56+02:00,100,100,55,70,0,4,-43.102,3.75,380, 288, 754, 893, 949, 942, 976
2017-07-30T13:18:57+02:00,100,100,55,70,0,5,-43.102,3.75,417, 289, 696, 891, 941, 937, 967
2017-07-30T13:18:59+02:00,100,100,55,70,0,6,-43.097,3.75,465, 292, 678, 899, 955, 934, 975
2017-07-30T13:19:01+02:00,100,100,55,70,0,7,-43.102,3.75,523, 273, 636, 917, 960, 936, 958
2017-07-30T13:19:02+02:00,100,100,55,70,0,8,-43.097,3.75,578, 284, 582, 908, 959, 933, 959
2017-07-30T13:19:04+02:00,100,100,55,70,0,9,-43.102,3.75,666, 277, 543, 895, 939, 934, 964
2017-07-30T13:19:06+02:00,100,100,55,70,0,10,-43.102,3.75,750, 270, 490, 895, 950, 933, 962
2017-07-30T13:19:07+02:00,100,100,55,70,0,11,-43.097,3.75,846, 282, 467, 917, 978, 947, 960
2017-07-30T13:19:09+02:00,100,100,55,70,0,12,-43.102,3.75,896, 288, 433, 900, 949, 931, 958
2017-07-30T13:19:11+02:00,100,100,55,70,0,13,-43.097,3.75,905, 313, 413, 888, 964, 940, 971
2017-07-30T13:19:13+02:00,100,100,55,70,0,14,-43.102,3.75,917, 303, 388, 893, 943, 932, 964
2017-07-30T13:19:14+02:00,100,100,55,70,0,15,-43.102,3.75,936, 313, 344, 904, 960, 940, 967
2017-07-30T13:19:16+02:00,100,100,55,70,0,16,-43.097,3.75,931, 313, 333, 889, 951, 942, 974
2017-07-30T13:19:18+02:00,100,100,55,70,0,17,-43.102,3.75,931, 313, 306, 882, 938, 936, 975
2017-07-30T13:19:19+02:00,100,100,55,70,0,18,-43.097,3.75,942, 333, 296, 898, 942, 947, 965
2017-07-30T13:19:21+02:00,100,100,55,70,0,19,-43.102,3.75,935, 336, 291, 901, 935, 932, 981
2017-07-30T13:19:23+02:00,100,100,55,70,0,20,-43.102,3.75,936, 333, 270, 861, 942, 928, 967
2017-07-30T13:19:25+02:00,100,100,55,70,0,21,-43.097,3.75,932, 362, 264, 870, 974, 938, 960
2017-07-30T13:19:26+02:00,100,100,55,70,0,22,-43.102,3.75,920, 361, 256, 832, 950, 940, 964
2017-07-30T13:19:28+02:00,100,100,55,70,0,23,-43.097,3.75,928, 385, 250, 810, 961, 943, 954
2017-07-30T13:19:30+02:00,100,100,55,70,0,24,-43.102,3.75,926, 382, 232, 759, 959, 939, 983
2017-07-30T13:19:32+02:00,100,100,55,70,0,25,-43.102,3.75,930, 398, 228, 738, 977, 937, 963
2017-07-30T13:19:33+02:00,100,100,55,70,0,26,-43.097,3.75,918, 434, 233, 691, 952, 935, 970
2017-07-30T13:19:35+02:00,100,100,55,70,0,27,-43.102,3.75,923, 454, 229, 651, 947, 935, 970
2017-07-30T13:19:37+02:00,100,100,55,70,0,28,-43.097,3.75,922, 518, 242, 605, 964, 951, 963
2017-07-30T13:19:38+02:00,100,100,55,70,0,29,-43.102,3.75,911, 547, 224, 553, 944, 937, 970
