timestamp,  deadSpace,  offset,  spikeWidth,  ratio,  Y,  X,  Z,  area,  strip1,  strip2,  strip3,  strip4,  strip5,  strip6,  strip7
2017-07-28T19:48:44+02:00,100,100,95,70,0,0,-43.102,3.75,797, 267, 786, 887, 918, 887, 968
2017-07-28T19:48:45+02:00,100,100,95,70,0,1,-43.097,3.75,807, 275, 755, 903, 933, 895, 970
2017-07-28T19:48:47+02:00,100,100,95,70,0,2,-43.102,3.75,827, 277, 754, 885, 929, 893, 983
2017-07-28T19:48:48+02:00,100,100,95,70,0,3,-43.097,3.75,844, 290, 736, 892, 924, 892, 978
2017-07-28T19:48:50+02:00,100,100,95,70,0,4,-43.102,3.75,861, 294, 704, 888, 934, 907, 991
2017-07-28T19:48:51+02:00,100,100,95,70,0,5,-43.102,3.75,877, 305, 681, 897, 931, 895, 968
2017-07-28T19:48:53+02:00,100,100,95,70,0,6,-43.097,3.75,888, 311, 654, 885, 941, 891, 977
2017-07-28T19:48:54+02:00,100,100,95,70,0,7,-43.102,3.75,884, 306, 611, 892, 931, 900, 984
2017-07-28T19:48:56+02:00,100,100,95,70,0,8,-43.097,3.75,899, 346, 599, 894, 922, 896, 977
2017-07-28T19:48:57+02:00,100,100,95,70,0,9,-43.102,3.75,909, 363, 555, 891, 940, 881, 978
2017-07-28T19:48:59+02:00,100,100,95,70,0,10,-43.102,3.75,924, 394, 521, 901, 922, 890, 975
2017-07-28T19:49:00+02:00,100,100,95,70,0,11,-43.097,3.75,920, 406, 481, 899, 913, 885, 980
2017-07-28T19:49:02+02:00,100,100,95,70,0,12,-43.102,3.75,920, 413, 431, 881, 935, 905, 980
2017-07-28T19:49:03+02:00,100,100,95,70,0,13,-43.097,3.75,918, 446, 426, 870, 924, 894, 977
2017-07-28T19:49:05+02:00,100,100,95,70,0,14,-43.102,3.75,935, 479, 398, 880, 946, 902, 971
2017-07-28T19:49:06+02:00,100,100,95,70,0,15,-43.102,3.75,932, 515, 381, 871, 927, 893, 969
2017-07-28T19:49:08+02:00,100,100,95,70,0,16,-43.097,3.75,919, 555, 359, 864, 920, 886, 976
2017-07-28T19:49:09+02:00,100,100,95,70,0,17,-43.102,3.75,943, 611, 351, 854, 923, 896, 978
2017-07-28T19:49:10+02:00,100,100,95,70,0,18,-43.097,3.75,927, 645, 350, 841, 937, 884, 975
2017-07-28T19:49:12+02:00,100,100,95,70,0,19,-43.102,3.75,923, 677, 352, 831, 934, 899, 969
2017-07-28T19:49:13+02:00,100,100,95,70,0,20,-43.102,3.75,927, 720, 343, 755, 943, 896, 976
2017-07-28T19:49:15+02:00,100,100,95,70,0,21,-43.097,3.75,917, 747, 355, 720, 936, 896, 982
2017-07-28T19:49:16+02:00,100,100,95,70,0,22,-43.102,3.75,924, 771, 324, 703, 926, 891, 966
2017-07-28T19:49:18+02:00,100,100,95,70,0,23,-43.097,3.75,923, 790, 324, 657, 947, 902, 983
2017-07-28T19:49:19+02:00,100,100,95,70,0,24,-43.102,3.75,922, 820, 315, 635, 951, 902, 969
2017-07-28T19:49:21+02:00,100,100,95,70,0,25,-43.102,3.75,920, 837, 298, 578, 918, 881, 959
2017-07-28T19:49:22+02:00,100,100,95,70,0,26,-43.097,3.75,920, 863, 301, 544, 907, 882, 968
2017-07-28T19:49:24+02:00,100,100,95,70,0,27,-43.102,3.75,925, 859, 298, 507, 930, 899, 983
2017-07-28T19:49:25+02:00,100,100,95,70,0,28,-43.097,3.75,922, 864, 291, 481, 943, 894, 980
