timestamp,  deadSpace,  offset,  spikeWidth,  ratio,  Y,  X,  Z,  area,  strip1,  strip2,  strip3,  strip4,  strip5,  strip6,  strip7
2017-07-27T05:23:42+02:00,100,100,75,100,0,0,-71.602,2.5,695, 193, 764, 857, 866, 870, 947
2017-07-27T05:23:44+02:00,100,100,75,100,0,1,-71.602,2.5,713, 213, 748, 864, 852, 863, 940
2017-07-27T05:23:45+02:00,100,100,75,100,0,2,-71.602,2.5,723, 223, 711, 857, 875, 864, 943
2017-07-27T05:23:47+02:00,100,100,75,100,0,3,-71.602,2.5,758, 218, 663, 864, 877, 871, 946
2017-07-27T05:23:49+02:00,100,100,75,100,0,4,-71.602,2.5,753, 205, 632, 847, 872, 870, 943
2017-07-27T05:23:50+02:00,100,100,75,100,0,5,-71.602,2.5,785, 211, 605, 842, 860, 869, 965
2017-07-27T05:23:52+02:00,100,100,75,100,0,6,-71.602,2.5,817, 205, 555, 841, 866, 873, 943
2017-07-27T05:23:53+02:00,100,100,75,100,0,7,-71.602,2.5,855, 196, 512, 868, 879, 885, 951
2017-07-27T05:23:55+02:00,100,100,75,100,0,8,-71.602,2.5,885, 189, 472, 843, 861, 860, 945
2017-07-27T05:23:57+02:00,100,100,75,100,0,9,-71.602,2.5,861, 204, 427, 853, 857, 877, 958
2017-07-27T05:23:58+02:00,100,100,75,100,0,10,-71.602,2.5,879, 223, 397, 831, 856, 866, 956
2017-07-27T05:24:00+02:00,100,100,75,100,0,11,-71.602,2.5,864, 238, 388, 836, 849, 875, 942
2017-07-27T05:24:01+02:00,100,100,75,100,0,12,-71.602,2.5,939, 270, 364, 849, 858, 865, 935
2017-07-27T05:24:03+02:00,100,100,75,100,0,13,-71.602,2.5,936, 292, 346, 839, 845, 862, 951
2017-07-27T05:24:05+02:00,100,100,75,100,0,14,-71.602,2.5,924, 291, 321, 865, 872, 867, 940
2017-07-27T05:24:06+02:00,100,100,75,100,0,15,-71.602,2.5,940, 300, 302, 839, 853, 863, 946
2017-07-27T05:24:08+02:00,100,100,75,100,0,16,-71.602,2.5,923, 340, 296, 847, 863, 873, 959
2017-07-27T05:24:09+02:00,100,100,75,100,0,17,-71.602,2.5,927, 382, 279, 879, 870, 870, 950
2017-07-27T05:24:11+02:00,100,100,75,100,0,18,-71.602,2.5,932, 412, 254, 856, 860, 870, 957
2017-07-27T05:24:13+02:00,100,100,75,100,0,19,-71.602,2.5,922, 454, 241, 850, 853, 872, 949
2017-07-27T05:24:14+02:00,100,100,75,100,0,20,-71.602,2.5,930, 488, 237, 845, 861, 866, 949
2017-07-27T05:24:16+02:00,100,100,75,100,0,21,-71.602,2.5,929, 512, 234, 844, 862, 878, 959
2017-07-27T05:24:17+02:00,100,100,75,100,0,22,-71.602,2.5,925, 538, 223, 843, 851, 870, 971
2017-07-27T05:24:19+02:00,100,100,75,100,0,23,-71.602,2.5,934, 570, 219, 832, 878, 876, 954
2017-07-27T05:24:21+02:00,100,100,75,100,0,24,-71.602,2.5,924, 578, 220, 780, 860, 866, 937
2017-07-27T05:24:22+02:00,100,100,75,100,0,25,-71.602,2.5,928, 582, 226, 789, 891, 867, 953
2017-07-27T05:24:24+02:00,100,100,75,100,0,26,-71.602,2.5,924, 601, 234, 738, 859, 862, 960
2017-07-27T05:24:25+02:00,100,100,75,100,0,27,-71.602,2.5,922, 617, 221, 699, 851, 869, 946
2017-07-27T05:24:27+02:00,100,100,75,100,0,28,-71.602,2.5,941, 653, 215, 671, 868, 883, 951
2017-07-27T05:24:29+02:00,100,100,75,100,0,29,-71.602,2.5,934, 688, 232, 649, 843, 866, 951
2017-07-27T05:24:30+02:00,100,100,75,100,0,30,-71.602,2.5,918, 734, 224, 637, 855, 876, 966
2017-07-27T05:24:32+02:00,100,100,75,100,0,31,-71.602,2.5,932, 776, 227, 608, 848, 864, 945
2017-07-27T05:24:33+02:00,100,100,75,100,0,32,-71.602,2.5,915, 837, 225, 592, 870, 872, 947
2017-07-27T05:24:35+02:00,100,100,75,100,0,33,-71.602,2.5,939, 873, 229, 539, 855, 867, 952
2017-07-27T05:24:36+02:00,100,100,75,100,0,34,-71.602,2.5,917, 906, 231, 497, 884, 870, 958
2017-07-27T05:24:38+02:00,100,100,75,100,0,35,-71.602,2.5,932, 925, 246, 467, 872, 867, 942
2017-07-27T05:24:40+02:00,100,100,75,100,0,36,-71.602,2.5,925, 946, 250, 418, 866, 861, 952
2017-07-27T05:24:41+02:00,100,100,75,100,0,37,-71.602,2.5,923, 948, 262, 371, 843, 873, 937
2017-07-27T05:24:43+02:00,100,100,75,100,0,38,-71.602,2.5,912, 940, 265, 336, 860, 854, 942
2017-07-27T05:24:44+02:00,100,100,75,100,0,39,-71.602,2.5,929, 948, 304, 305, 870, 879, 953
2017-07-27T05:24:46+02:00,100,100,75,100,0,40,-71.602,2.5,932, 954, 348, 283, 869, 871, 951
2017-07-27T05:24:48+02:00,100,100,75,100,0,41,-71.602,2.5,940, 950, 369, 259, 859, 872, 958
2017-07-27T05:24:49+02:00,100,100,75,100,0,42,-71.602,2.5,933, 946, 392, 235, 867, 874, 944
2017-07-27T05:24:51+02:00,100,100,75,100,0,43,-71.602,2.5,930, 943, 414, 220, 860, 874, 944
2017-07-27T05:24:52+02:00,100,100,75,100,0,44,-71.602,2.5,932, 959, 452, 215, 877, 872, 946
2017-07-27T05:24:54+02:00,100,100,75,100,0,45,-71.602,2.5,918, 951, 479, 203, 868, 869, 953
2017-07-27T05:24:56+02:00,100,100,75,100,0,46,-71.602,2.5,921, 950, 506, 189, 836, 862, 954
2017-07-27T05:24:57+02:00,100,100,75,100,0,47,-71.602,2.5,928, 950, 537, 182, 840, 869, 947
2017-07-27T05:24:59+02:00,100,100,75,100,0,48,-71.602,2.5,925, 934, 556, 168, 759, 858, 944
2017-07-27T05:25:00+02:00,100,100,75,100,0,49,-71.602,2.5,933, 939, 567, 158, 708, 876, 959
2017-07-27T05:25:02+02:00,100,100,75,100,0,50,-71.602,2.5,928, 957, 571, 151, 676, 861, 943
2017-07-27T05:25:04+02:00,100,100,75,100,0,51,-71.602,2.5,918, 960, 598, 151, 644, 864, 958
