sep=,
timestamp, deadSpace, offset, spikeWidth, ratio, X, Y, Z, area, sensor1, sensor2, sensor3, sensor4, sensor5, sensor6, sensor7
2017-07-31T00:52:49+02:00,100,100,100,0,0,0,-41.901,1.25,615, 210, 945, 984, 958, 882, 946
2017-07-31T00:52:50+02:00,100,100,100,0,0,1,-41.901,1.25,680, 196, 932, 997, 950, 869, 946
2017-07-31T00:52:52+02:00,100,100,100,0,0,2,-41.895,1.25,752, 181, 928, 984, 953, 882, 948
2017-07-31T00:52:54+02:00,100,100,100,0,0,3,-41.895,1.25,845, 163, 916, 984, 953, 871, 938
2017-07-31T00:52:55+02:00,100,100,100,0,0,4,-41.895,1.25,890, 154, 901, 990, 943, 876, 942
2017-07-31T00:52:57+02:00,100,100,100,0,0,5,-41.895,1.25,912, 147, 907, 987, 926, 871, 946
2017-07-31T00:52:58+02:00,100,100,100,0,0,6,-41.895,1.25,916, 145, 906, 983, 951, 877, 954
2017-07-31T00:53:00+02:00,100,100,100,0,0,7,-41.895,1.25,914, 146, 907, 971, 954, 870, 940
2017-07-31T00:53:02+02:00,100,100,100,0,0,8,-41.895,1.25,914, 145, 894, 983, 952, 871, 953
2017-07-31T00:53:03+02:00,100,100,100,0,0,9,-41.895,1.25,923, 146, 890, 960, 950, 878, 945
2017-07-31T00:53:05+02:00,100,100,100,0,0,10,-41.895,1.25,927, 145, 880, 980, 949, 873, 949
2017-07-31T00:53:07+02:00,100,100,100,0,0,11,-41.895,1.25,917, 146, 864, 977, 947, 872, 936
2017-07-31T00:53:08+02:00,100,100,100,0,0,12,-41.895,1.25,933, 153, 871, 985, 954, 874, 934
2017-07-31T00:53:10+02:00,100,100,100,0,0,13,-41.895,1.25,924, 156, 852, 975, 957, 876, 942
2017-07-31T00:53:12+02:00,100,100,100,0,0,14,-41.895,1.25,934, 169, 844, 982, 951, 871, 932
2017-07-31T00:53:13+02:00,100,100,100,0,0,15,-41.895,1.25,929, 178, 755, 976, 948, 877, 951
2017-07-31T00:53:15+02:00,100,100,100,0,0,16,-41.895,1.25,938, 192, 600, 982, 950, 861, 938
2017-07-31T00:53:17+02:00,100,100,100,0,0,17,-41.895,1.25,929, 204, 503, 969, 959, 873, 948
2017-07-31T00:53:18+02:00,100,100,100,0,0,18,-41.895,1.25,938, 228, 451, 974, 947, 870, 941
2017-07-31T00:53:20+02:00,100,100,100,0,0,19,-41.895,1.25,928, 260, 381, 964, 942, 866, 944
2017-07-31T00:53:22+02:00,100,100,100,0,0,20,-41.895,1.25,943, 286, 343, 969, 951, 870, 941
2017-07-31T00:53:23+02:00,100,100,100,0,0,21,-41.895,1.25,943, 322, 306, 990, 950, 878, 961
2017-07-31T00:53:25+02:00,100,100,100,0,0,22,-41.895,1.25,949, 376, 277, 971, 942, 860, 938
2017-07-31T00:53:27+02:00,100,100,100,0,0,23,-41.895,1.25,944, 420, 250, 975, 966, 871, 946
2017-07-31T00:53:28+02:00,100,100,100,0,0,24,-41.895,1.25,948, 493, 222, 960, 939, 869, 936
2017-07-31T00:53:30+02:00,100,100,100,0,0,25,-41.895,1.25,945, 566, 219, 967, 947, 868, 935
2017-07-31T00:53:32+02:00,100,100,100,0,0,26,-41.895,1.25,954, 628, 207, 974, 955, 866, 952
2017-07-31T00:53:33+02:00,100,100,100,0,0,27,-41.895,1.25,947, 780, 192, 959, 954, 869, 960
2017-07-31T00:53:35+02:00,100,100,100,0,0,28,-41.895,1.25,940, 895, 186, 949, 944, 863, 943
