sep=,
timestamp, deadSpace, offset, spikeWidth, ratio, X, Y, Z, area, sensor1, sensor2, sensor3, sensor4, sensor5, sensor6, sensor7
2017-07-28T20:51:59+02:00,100,100,95,85,0,0,-41.7,1.25,911, 302, 740, 949, 952, 951, 977
2017-07-28T20:52:01+02:00,100,100,95,85,0,1,-41.7,1.25,910, 322, 683, 962, 941, 964, 985
2017-07-28T20:52:02+02:00,100,100,95,85,0,2,-41.7,1.25,920, 329, 642, 957, 959, 963, 987
2017-07-28T20:52:04+02:00,100,100,95,85,0,3,-41.7,1.25,912, 324, 576, 956, 947, 953, 977
2017-07-28T20:52:05+02:00,100,100,95,85,0,4,-41.7,1.25,918, 337, 501, 948, 961, 951, 972
2017-07-28T20:52:07+02:00,100,100,95,85,0,5,-41.7,1.25,913, 355, 466, 961, 956, 958, 982
2017-07-28T20:52:08+02:00,100,100,95,85,0,6,-41.7,1.25,916, 355, 407, 965, 951, 964, 990
2017-07-28T20:52:09+02:00,100,100,95,85,0,7,-41.7,1.25,907, 359, 338, 958, 956, 957, 986
2017-07-28T20:52:11+02:00,100,100,95,85,0,8,-41.7,1.25,914, 372, 288, 963, 959, 964, 983
2017-07-28T20:52:12+02:00,100,100,95,85,0,9,-41.7,1.25,898, 385, 257, 954, 944, 943, 985
2017-07-28T20:52:13+02:00,100,100,95,85,0,10,-41.7,1.25,906, 395, 231, 958, 962, 957, 978
2017-07-28T20:52:15+02:00,100,100,95,85,0,11,-41.7,1.25,901, 413, 220, 958, 965, 962, 984
2017-07-28T20:52:16+02:00,100,100,95,85,0,12,-41.7,1.25,906, 431, 214, 947, 946, 958, 973
2017-07-28T20:52:18+02:00,100,100,95,85,0,13,-41.7,1.25,911, 462, 211, 954, 956, 963, 987
2017-07-28T20:52:19+02:00,100,100,95,85,0,14,-41.7,1.25,915, 482, 200, 958, 955, 966, 989
2017-07-28T20:52:20+02:00,100,100,95,85,0,15,-41.7,1.25,907, 507, 190, 932, 949, 960, 982
2017-07-28T20:52:22+02:00,100,100,95,85,0,16,-41.7,1.25,917, 528, 194, 942, 953, 951, 986
2017-07-28T20:52:23+02:00,100,100,95,85,0,17,-41.7,1.25,897, 590, 196, 944, 950, 967, 981
2017-07-28T20:52:25+02:00,100,100,95,85,0,18,-41.7,1.25,906, 637, 197, 949, 939, 951, 976
2017-07-28T20:52:26+02:00,100,100,95,85,0,19,-41.7,1.25,908, 695, 204, 939, 958, 958, 991
2017-07-28T20:52:27+02:00,100,100,95,85,0,20,-41.7,1.25,911, 757, 218, 937, 952, 950, 981
2017-07-28T20:52:29+02:00,100,100,95,85,0,21,-41.7,1.25,910, 794, 234, 925, 960, 961, 979
